timestamp_ms,active_anon,active_file,alloc_batch,anon_pages,anon_transparent_hugepages,bounce,dirtied,dirty,dirty_background_threshold,dirty_threshold,file_pages,free_cma,free_pages,inactive_anon,inactive_file,isolated_anon,isolated_file,kernel_stack,mapped,mlock,page_table_pages,shmem,slab_reclaimable,slab_unreclaimable,unevictable,unstable,vmscan_immediate_reclaim,vmscan_write,writeback,writeback_temp,written
1438801678717.42,-994.627186883271,71.9489190779593,362.076273322879,-337.094009754143,0.333096847583145,0,103.926216445941,61.956013650465,-36.9737500817291,-122.91273675818,80.9425339627042,0,-1304.74035198318,-0.333096847583145,5.99574325649661,0,0,18.9865203122393,276.137286646427,0,57.2926577843009,0,0,-0.333096847583145,0,0,0,0,0,0,23.3167793308201
1438801681719.46,-924.371415401441,19.6533021652919,-270.815841701395,3300.4223365036,0,0,35.6424293506141,27.3147589415921,-102.26379262279,-340.435166320819,22.9843703289007,0,-3425.67049945529,0.666213632721759,0.666213632721759,0,0,-3.66417497996968,3.3310681636088,0,127.246803849856,2.33174771452616,-3.99728179633056,5.66281587813495,0,0,0,0,0,0,9.32699085810463
1438801684721.8,9048.27541342467,26.978955624214,420.671863622004,-81.6030139250918,-0.333073526224865,0,112.578851864004,-3017.9792211235,-148.55079269629,-495.946480548823,1397.57651603953,0,-4987.44298169112,1371.26370746777,1.33229410489946,0,0,7.32761757694702,1318.30501679801,0,-75.2746169268194,1371.26370746777,0,-14.9883086801189,0,0,0,0,0,0,3128.22655830393
1438801687724.53,700.695704803783,22.6460589005025,270.087555416287,128.216657010198,9.32484778255985,0,149.197564520958,149.197564520958,-20.3148469548625,-67.6051464235589,19.6487863989654,0,-698.364492858143,0.333030277948566,-0.999090833845698,0,0,53.6178747497191,0.333030277948566,0,40.629693909725,0,0,18.6496955651197,0,0,0,0,0,0,0
1438801690727.02,209.492788334292,20.3164707287628,-385.6798869493,38.3015431771758,0.333056897192833,0,62.2816397750597,62.2816397750597,-0.666113794385666,-1.998341383157,20.6495276259556,0,-41.2990552519113,0,0.333056897192833,0,0,3.33056897192833,0,0,2.33139828034983,0,0,-83.9303380925939,0,0,0,0,0,0,0
1438801693729.44,195.842025865854,20.3169448602332,-933.580269561207,27.9774322665506,0.666129339679776,0,24.3137208983118,24.3137208983118,-9.32581075551687,-30.6419496252697,21.3161388697528,0,-327.06950578277,0,0.999194009519665,0,0,8.32661674599721,0,0,6.66129339679776,0,0,34.6387256633484,0,0,0,0,0,0,0
1438801696732.16,381.65397079357,20.3149146757485,427.612302355099,37.9655782464808,0.333031388127024,0,28.3076679907971,28.3076679907971,-1.99818832876215,-6.66062776254049,20.9809774520025,0,-87.5872550774074,0,0.666062776254049,0,0,1.99818832876215,0,0,3.33031388127025,0,0,-51.2868337715618,0,0,0,0,0,0,0
1438801699734.62,109.909866396185,21.6489130780365,-316.407191140534,-60.6169566185022,0.333060201200562,0,60.2838964173017,45.629247564477,-1.99836120720337,-6.9942642252118,21.6489130780365,0,-90.2593145253522,0,0,0,0,1.66530100600281,0,0,1.33224080480225,0,0,27.9770569008472,0,0,0,0,0,0,14.6546488528247
1438801702737.36,391.309272138573,19.9817500666506,824.580219417113,50.2874043344039,0.666058335555018,0,63.6085710455043,7.65967085888271,-9.32481669777026,-31.3047417710859,20.6478084022056,0,-333.695226113064,0,0.666058335555018,0,0,2.66423334222007,0,0,2.66423334222007,0,0,21.3138667377606,0,0,0,0,0,0,54.6167835155115
1438801705739.93,350.03349181845,19.3167864181447,17.651546209684,8.99229712568807,0.666096083384301,0,87.5916349650357,-360.357981110907,-9.99144125076452,-32.9717561275229,21.3150746682976,0,-353.03092419368,0,1.9982882501529,0,0,3.33048041692151,0,0,3.33048041692151,0,0,-18.3176422930683,0,0,0,0,0,0,447.949616075943
1438801708742.45,349.040137345566,19.983213970166,-337.383262529636,7.9932855880664,0.666107132338867,0,225.810317862876,223.14588933352,-9.65855341891357,-31.9731423522656,21.6484818010132,0,-340.713798191331,0,1.66526783084717,0,0,5.66191062488037,0,0,3.9966427940332,0,0,-5.32885705871094,0,0,0,0,0,0,2.66442852935547
1438801711745.3,4.32922043299684,17.6498986883717,339.011261599291,-11.655593473453,0,0,282.065362057563,282.065362057563,-3.99620347661247,-13.3206782553749,17.6498986883717,0,-151.855732111274,0,0,0,0,1.66508478192186,0.333016956384372,0,1.66508478192186,0,0,-0.666033912768745,0,0,0,0,0,0,0
1438801714747.84,130.55612744548,20.9822347680236,190.505369639833,-23.9796968777412,0.333051345524183,0,254.451227980476,-363.359017966884,-3.33051345524183,-11.6567970933464,24.3127482232654,0,-140.547667811205,0,3.33051345524183,0,0,1.66525672762092,0,0,1.66525672762092,0,0,-19.3169780404026,0,0,0,0,0,0,617.81024594736
1438801717750.54,43.2943691057991,20.315050118875,233.123525954303,43.2943691057991,0,0,168.848039512616,168.848039512616,-2.33123525954303,-7.99280660414752,22.3132517699118,0,-102.241317811387,0,1.99820165103688,0,0,0.99910082551844,0,0,0.666067217012293,0,0,71.9352594373277,0,0,0,0,0,0,0
