Linux 3.10.0-230.el7.x86_64 (perf10.perf.lab.eng.bos.redhat.com) 	08/05/15 	_x86_64_	(40 CPU)

15:07:55     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:08:16      25    2.34    0.00    4.68    0.00    0.00    0.33    0.00    1.67    0.00   90.97
15:08:16      26    0.00    0.00    1.00    0.00    0.00    0.00    0.00    1.67    0.00   97.32
15:08:16      27    3.05    0.00    4.41    0.00    0.00    0.00    0.00    1.36    0.00   91.19
15:08:16      28    0.00    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   99.33
15:08:16      29    2.03    0.00    3.73    0.00    0.00    0.34    0.00    1.69    0.00   92.20
15:08:16      30    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.67    0.00   98.33
15:08:16      31    2.72    0.00    3.40    0.00    0.00    0.00    0.00    2.04    0.00   91.84
15:08:16      32    0.00    0.00    1.34    0.00    0.00    0.00    0.00    0.00    0.00   98.66
15:08:16      33    1.70    0.00    3.74    0.00    0.00    0.00    0.00    1.70    0.00   92.86
15:08:16      34    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
15:08:16      35    2.36    0.00    4.38    0.00    0.00    0.00    0.00    1.68    0.00   91.58
15:08:16      36    0.00    0.00    1.34    0.00    0.00    0.00    0.00    4.36    0.00   94.30
15:08:16      37    2.37    0.00    3.39    0.00    0.00    0.00    0.00    1.69    0.00   92.54
15:08:16      38    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
15:08:16      39    2.02    0.00    4.04    0.00    0.00    0.00    0.00    2.36    0.00   91.58

15:08:16     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:08:19     all    4.68    0.00    9.27    0.00    0.00    0.67    0.00    4.14    0.00   81.24
15:08:19       0    0.69    0.00    5.88    0.00    0.00    0.00    0.00    5.19    0.00   88.24
15:08:19       1   11.31    0.00   23.32    0.00    0.00    1.77    0.00    8.83    0.00   54.77
15:08:19       2    1.36    0.00    6.10    0.00    0.00    0.00    0.00    5.42    0.00   87.12
15:08:19       3   10.60    0.00   23.32    0.00    0.00    1.41    0.00    9.89    0.00   54.77
15:08:19       4    1.01    0.00    7.09    0.00    0.00    0.00    0.00    4.73    0.00   87.16
15:08:19       5   10.99    0.00   21.63    0.00    0.00    1.77    0.00   10.99    0.00   54.61
15:08:19       6    0.34    0.00    5.84    0.00    0.00    0.00    0.00    5.15    0.00   88.66
15:08:19       7   11.66    0.00   21.20    0.00    0.00    1.77    0.00    9.89    0.00   55.48
15:08:19       8   25.19    0.00   24.44    0.00    0.00    9.77    0.00    0.38    0.00   40.23
15:08:19       9   10.56    0.00   23.24    0.00    0.00    1.76    0.00    9.86    0.00   54.58
15:08:19      10    9.83    0.00   12.54    0.00    0.00    0.00    0.00    2.37    0.00   75.25
15:08:19      11   10.92    0.00   22.89    0.00    0.00    1.76    0.00   10.21    0.00   54.23
15:08:19      12    5.10    0.00    8.84    0.00    0.00    0.00    0.00    3.06    0.00   82.99
15:08:19      13    9.86    0.00   23.24    0.00    0.00    2.11    0.00   10.56    0.00   54.23
15:08:19      14    2.71    0.00    7.46    0.00    0.00    0.00    0.00    4.07    0.00   85.76
15:08:19      15   11.43    0.00   21.79    0.00    0.00    1.79    0.00    9.64    0.00   55.36
15:08:19      16    2.04    0.00    6.12    0.00    0.00    0.00    0.00    4.42    0.00   87.41
15:08:19      17   11.23    0.00   22.81    0.00    0.00    2.11    0.00    9.47    0.00   54.39
15:08:19      18    1.36    0.00    7.46    0.00    0.00    0.00    0.00    4.41    0.00   86.78
15:08:19      19   12.32    0.00   21.83    0.00    0.00    1.76    0.00    9.86    0.00   54.23
15:08:19      20    0.33    0.00    1.00    0.00    0.00    0.00    0.00    1.34    0.00   97.32
15:08:19      21    2.71    0.00    5.42    0.00    0.00    0.00    0.00    2.37    0.00   89.49
15:08:19      22    0.00    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   99.33
15:08:19      23    2.41    0.00    4.81    0.00    0.00    0.00    0.00    2.41    0.00   90.38
15:08:19      24    0.33    0.00    1.33    0.00    0.00    0.00    0.00    0.00    0.00   98.34
15:08:19      25    2.38    0.00    5.78    0.00    0.00    0.00    0.00    1.70    0.00   90.14
15:08:19      26    0.33    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   99.00
15:08:19      27    3.73    0.00    5.76    0.00    0.00    0.00    0.00    2.03    0.00   88.47
15:08:19      28    0.33    0.00    0.66    0.00    0.00    0.00    0.00    0.00    0.00   99.00
15:08:19      29    3.04    0.00    5.41    0.00    0.00    0.00    0.00    1.69    0.00   89.86
15:08:19      30    0.33    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.34
15:08:19      31    3.03    0.00    6.06    0.00    0.00    0.00    0.00    2.36    0.00   88.55
15:08:19      32    0.33    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.33
15:08:19      33    3.40    0.00    4.42    0.00    0.00    0.34    0.00    2.04    0.00   89.80
15:08:19      34    0.00    0.00    1.34    0.00    0.00    0.00    0.00    0.33    0.00   98.33
15:08:19      35    3.37    0.00    5.72    0.00    0.00    0.34    0.00    2.02    0.00   88.55
15:08:19      36    0.34    0.00    1.01    0.00    0.00    0.00    0.00    3.36    0.00   95.30
15:08:19      37    2.74    0.00    4.79    0.00    0.00    0.00    0.00    2.40    0.00   90.07
15:08:19      38    0.00    0.00    1.01    0.00    0.00    0.00    0.00    3.02    0.00   95.97
15:08:19      39    3.03    0.00    5.05    0.00    0.00    0.34    0.00    2.36    0.00   89.23

15:08:19     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:08:22     all    4.67    0.00    9.20    0.00    0.00    0.68    0.00    4.21    0.00   81.24
15:08:22       0    1.37    0.00    6.85    0.00    0.00    0.00    0.00    4.79    0.00   86.99
15:08:22       1   11.07    0.00   22.50    0.00    0.00    1.79    0.00    8.93    0.00   55.71
15:08:22       2    0.69    0.00    6.21    0.00    0.00    0.00    0.00    4.83    0.00   88.28
15:08:22       3   11.58    0.00   21.75    0.00    0.00    2.11    0.00    9.82    0.00   54.74
15:08:22       4    0.34    0.00    7.48    0.00    0.00    0.00    0.00    5.78    0.00   86.39
15:08:22       5   11.43    0.00   21.43    0.00    0.00    1.79    0.00    9.64    0.00   55.71
15:08:22       6    1.02    0.00    6.46    0.00    0.00    0.00    0.00    5.78    0.00   86.73
15:08:22       7   10.95    0.00   21.91    0.00    0.00    1.41    0.00   10.25    0.00   55.48
15:08:22       8   26.69    0.00   24.06    0.00    0.00   10.15    0.00    0.75    0.00   38.35
15:08:22       9   10.68    0.00   22.42    0.00    0.00    1.42    0.00    9.96    0.00   55.52
15:08:22      10   10.88    0.00   12.59    0.00    0.00    0.00    0.00    2.04    0.00   74.49
15:08:22      11   10.28    0.00   21.99    0.00    0.00    1.77    0.00   10.28    0.00   55.67
15:08:22      12    5.12    0.00    9.22    0.00    0.00    0.00    0.00    3.07    0.00   82.59
15:08:22      13   11.89    0.00   22.73    0.00    0.00    1.40    0.00    9.09    0.00   54.90
15:08:22      14    2.69    0.00    8.75    0.00    0.00    0.00    0.00    4.38    0.00   84.18
15:08:22      15   10.53    0.00   21.75    0.00    0.00    2.11    0.00   10.88    0.00   54.74
15:08:22      16    1.37    0.00    6.85    0.00    0.00    0.00    0.00    5.14    0.00   86.64
15:08:22      17   11.07    0.00   21.79    0.00    0.00    1.43    0.00   10.00    0.00   55.71
15:08:22      18    1.71    0.00    6.48    0.00    0.00    0.00    0.00    4.78    0.00   87.03
15:08:22      19   11.15    0.00   21.22    0.00    0.00    1.80    0.00   10.07    0.00   55.76
15:08:22      20    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.67    0.00   98.33
15:08:22      21    3.70    0.00    5.05    0.00    0.00    0.00    0.00    2.02    0.00   89.23
15:08:22      22    0.33    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   99.00
15:08:22      23    2.37    0.00    5.42    0.00    0.00    0.34    0.00    2.37    0.00   89.49
15:08:22      24    0.33    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   99.00
15:08:22      25    2.72    0.00    4.42    0.00    0.00    0.00    0.00    3.40    0.00   89.46
15:08:22      26    0.33    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.67
15:08:22      27    3.07    0.00    5.46    0.00    0.00    0.34    0.00    2.73    0.00   88.40
15:08:22      28    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.67    0.00   98.32
15:08:22      29    2.39    0.00    5.12    0.00    0.00    0.00    0.00    2.73    0.00   89.76
15:08:22      30    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
15:08:22      31    3.07    0.00    4.44    0.00    0.00    0.34    0.00    1.71    0.00   90.44
15:08:22      32    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
15:08:22      33    3.07    0.00    4.44    0.00    0.00    0.00    0.00    2.05    0.00   90.44
15:08:22      34    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.33    0.00   98.66
15:08:22      35    3.05    0.00    5.08    0.00    0.00    0.00    0.00    2.03    0.00   89.83
15:08:22      36    0.00    0.00    1.68    0.00    0.00    0.00    0.00    3.69    0.00   94.63
15:08:22      37    2.03    0.00    5.76    0.00    0.00    0.34    0.00    2.03    0.00   89.83
15:08:22      38    0.33    0.00    1.00    0.00    0.00    0.00    0.00    1.33    0.00   97.33
15:08:22      39    3.36    0.00    6.04    0.00    0.00    0.00    0.00    2.01    0.00   88.59

15:08:22     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:08:25     all    4.42    0.00    9.11    0.01    0.00    0.70    0.00    4.13    0.00   81.63
15:08:25       0    1.73    0.00    9.34    0.00    0.00    0.00    0.00    5.54    0.00   83.39
15:08:25       1    9.86    0.00   19.37    0.00    0.00    1.76    0.00    9.51    0.00   59.51
15:08:25       2    1.37    0.00    9.28    0.00    0.00    0.00    0.00    5.15    0.00   84.19
15:08:25       3    9.93    0.00   19.86    0.00    0.00    1.42    0.00    9.22    0.00   59.57
15:08:25       4    1.39    0.00    7.99    0.00    0.00    0.00    0.00    5.56    0.00   85.07
15:08:25       5    8.51    0.00   19.50    0.00    0.00    1.42    0.00   10.64    0.00   59.93
15:08:25       6    1.38    0.00    8.28    0.00    0.00    0.00    0.00    6.21    0.00   84.14
15:08:25       7    9.12    0.00   19.65    0.00    0.00    1.40    0.00    9.47    0.00   60.35
15:08:25       8   27.55    0.00   27.17    0.00    0.00   14.72    0.00    1.13    0.00   29.43
15:08:25       9    9.82    0.00   21.05    0.00    0.00    1.40    0.00    8.77    0.00   58.95
15:08:25      10   12.37    0.00   15.81    0.00    0.00    0.00    0.00    2.41    0.00   69.42
15:08:25      11    8.93    0.00   20.00    0.00    0.00    1.43    0.00    9.29    0.00   60.36
15:08:25      12    7.85    0.00   12.97    0.00    0.00    0.00    0.00    2.73    0.00   76.45
15:08:25      13    8.77    0.00   21.05    0.00    0.00    1.40    0.00    9.12    0.00   59.65
15:08:25      14    5.14    0.00   10.62    0.00    0.00    0.34    0.00    3.77    0.00   80.14
15:08:25      15    9.64    0.00   18.57    0.00    0.00    1.43    0.00    9.64    0.00   60.71
15:08:25      16    3.11    0.00    9.00    0.00    0.00    0.35    0.00    4.15    0.00   83.39
15:08:25      17    9.61    0.00   19.22    0.00    0.00    1.07    0.00    9.61    0.00   60.50
15:08:25      18    2.41    0.00    9.62    0.00    0.00    0.00    0.00    4.47    0.00   83.51
15:08:25      19   10.10    0.00   20.56    0.00    0.00    1.39    0.00    9.41    0.00   58.54
15:08:25      20    0.00    0.00    2.03    0.00    0.00    0.00    0.00    3.72    0.00   94.26
15:08:25      21    1.70    0.00    3.74    0.00    0.00    0.00    0.00    2.04    0.00   92.52
15:08:25      22    0.00    0.00    1.34    0.00    0.00    0.00    0.00    0.33    0.00   98.33
15:08:25      23    2.36    0.00    3.70    0.00    0.00    0.00    0.00    2.36    0.00   91.58
15:08:25      24    0.33    0.00    1.34    0.00    0.00    0.00    0.00    0.67    0.00   97.66
15:08:25      25    1.70    0.00    4.08    0.00    0.00    0.00    0.00    1.36    0.00   92.86
15:08:25      26    0.00    0.00    1.68    0.00    0.00    0.00    0.00    2.35    0.00   95.97
15:08:25      27    2.34    0.00    5.35    0.00    0.00    0.00    0.00    1.67    0.00   90.64
15:08:25      28    0.33    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.66
15:08:25      29    2.36    0.00    4.38    0.00    0.00    0.34    0.00    1.68    0.00   91.25
15:08:25      30    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.67    0.00   98.32
15:08:25      31    1.69    0.00    4.39    0.00    0.00    0.00    0.00    2.03    0.00   91.89
15:08:25      32    0.00    0.00    1.01    0.00    0.00    0.00    0.00    1.34    0.00   97.65
15:08:25      33    1.37    0.00    3.41    0.00    0.00    0.00    0.00    2.73    0.00   92.49
15:08:25      34    0.33    0.00    1.00    0.00    0.00    0.00    0.00    0.67    0.00   97.99
15:08:25      35    2.02    0.00    4.04    0.00    0.00    0.00    0.00    2.02    0.00   91.92
15:08:25      36    0.00    0.00    1.99    0.00    0.00    0.00    0.00    3.32    0.00   94.68
15:08:25      37    2.03    0.00    3.73    0.00    0.00    0.00    0.00    1.36    0.00   92.88
15:08:25      38    0.33    0.00    1.00    0.00    0.00    0.00    0.00    0.33    0.00   98.33
15:08:25      39    2.71    0.00    3.73    0.00    0.00    0.00    0.00    1.69    0.00   91.86

15:08:25     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:08:28     all    4.57    0.00    8.98    0.00    0.01    0.68    0.00    4.09    0.00   81.68
15:08:28       0    1.37    0.00    8.22    0.00    0.00    0.00    0.00    4.79    0.00   85.62
15:08:28       1   10.00    0.00   21.79    0.00    0.00    1.07    0.00    8.93    0.00   58.21
15:08:28       2    1.37    0.00    6.87    0.00    0.00    0.00    0.00    5.15    0.00   86.60
15:08:28       3   10.76    0.00   20.83    0.00    0.00    1.74    0.00    9.03    0.00   57.64
15:08:28       4    1.37    0.00    7.17    0.00    0.00    0.00    0.00    6.14    0.00   85.32
15:08:28       5   10.68    0.00   21.00    0.00    0.00    1.42    0.00    8.54    0.00   58.36
15:08:28       6    1.02    0.00    7.48    0.00    0.00    0.00    0.00    5.10    0.00   86.39
15:08:28       7    9.96    0.00   20.28    0.00    0.00    1.78    0.00    9.25    0.00   58.72
15:08:28       8   27.61    0.00   25.37    0.00    0.00   11.57    0.00    0.75    0.00   34.70
15:08:28       9   10.71    0.00   19.29    0.00    0.00    1.79    0.00    9.29    0.00   58.93
15:08:28      10   11.68    0.00   13.40    0.00    0.00    0.34    0.00    1.37    0.00   73.20
15:08:28      11   10.56    0.00   20.07    0.00    0.00    1.76    0.00    9.86    0.00   57.75
15:08:28      12    6.16    0.00    9.59    0.00    0.00    0.00    0.00    3.77    0.00   80.48
15:08:28      13   10.21    0.00   21.48    0.00    0.00    1.41    0.00    8.80    0.00   58.10
15:08:28      14    3.77    0.00    8.90    0.00    0.00    0.00    0.00    3.42    0.00   83.90
15:08:28      15   11.27    0.00   20.42    0.00    0.00    1.76    0.00    8.80    0.00   57.75
15:08:28      16    2.05    0.00    7.53    0.00    0.00    0.00    0.00    4.79    0.00   85.62
15:08:28      17   10.73    0.00   21.80    0.00    0.00    2.08    0.00    9.00    0.00   56.40
15:08:28      18    1.71    0.00    7.17    0.00    0.00    0.00    0.00    5.46    0.00   85.67
15:08:28      19    9.29    0.00   20.71    0.00    0.00    1.43    0.00    9.64    0.00   58.93
15:08:28      20    0.00    0.00    1.00    0.00    0.00    0.00    0.00    2.34    0.00   96.66
15:08:28      21    2.03    0.00    4.41    0.00    0.00    0.34    0.00    2.37    0.00   90.85
15:08:28      22    0.34    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.66
15:08:28      23    2.39    0.00    4.44    0.00    0.00    0.00    0.00    1.71    0.00   91.47
15:08:28      24    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
15:08:28      25    2.70    0.00    4.39    0.00    0.00    0.34    0.00    3.04    0.00   89.53
15:08:28      26    0.00    0.00    1.34    0.00    0.00    0.00    0.00    2.35    0.00   96.31
15:08:28      27    3.07    0.00    5.46    0.00    0.00    0.00    0.00    1.71    0.00   89.76
15:08:28      28    0.00    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.67
15:08:28      29    2.69    0.00    4.71    0.00    0.00    0.00    0.00    2.36    0.00   90.24
15:08:28      30    0.34    0.00    1.01    0.00    0.00    0.00    0.00    0.67    0.00   97.99
15:08:28      31    2.38    0.00    4.08    0.00    0.00    0.00    0.00    2.38    0.00   91.16
15:08:28      32    0.33    0.00    1.00    0.00    0.00    0.00    0.00    0.67    0.00   97.99
15:08:28      33    2.71    0.00    4.75    0.00    0.00    0.00    0.00    2.03    0.00   90.51
15:08:28      34    0.00    0.00    1.01    0.00    0.00    0.00    0.00    1.35    0.00   97.64
15:08:28      35    2.70    0.00    4.73    0.00    0.00    0.00    0.00    2.36    0.00   90.20
15:08:28      36    0.33    0.00    1.33    0.00    0.00    0.00    0.00    1.67    0.00   96.67
15:08:28      37    2.03    0.00    4.41    0.00    0.00    0.00    0.00    2.03    0.00   91.53
15:08:28      38    0.00    0.00    1.01    0.00    0.00    0.00    0.00    1.68    0.00   97.31
15:08:28      39    2.70    0.00    4.73    0.00    0.00    0.00    0.00    2.70    0.00   89.86

15:08:28     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:08:31     all    4.52    0.00    8.97    0.00    0.00    0.68    0.00    4.03    0.00   81.81
15:08:31       0    1.73    0.00    8.30    0.00    0.00    0.00    0.00    5.54    0.00   84.43
15:08:31       1   10.00    0.00   19.64    0.00    0.00    1.07    0.00   10.36    0.00   58.93
15:08:31       2    1.03    0.00    8.25    0.00    0.00    0.00    0.00    5.50    0.00   85.22
15:08:31       3    9.32    0.00   21.51    0.00    0.00    1.43    0.00    8.60    0.00   59.14
15:08:31       4    1.37    0.00    8.53    0.00    0.00    0.00    0.00    7.17    0.00   82.94
15:08:31       5   10.36    0.00   19.64    0.00    0.00    1.43    0.00    9.29    0.00   59.29
15:08:31       6    1.37    0.00    7.17    0.00    0.00    0.00    0.00    7.85    0.00   83.62
15:08:31       7    9.61    0.00   20.28    0.00    0.00    1.42    0.00    8.90    0.00   59.79
15:08:31       8   28.41    0.00   24.62    0.00    0.00   13.64    0.00    0.38    0.00   32.95
15:08:31       9    9.89    0.00   19.79    0.00    0.00    1.41    0.00   10.25    0.00   58.66
15:08:31      10   10.88    0.00   15.65    0.00    0.00    0.00    0.00    2.72    0.00   70.75
15:08:31      11    9.68    0.00   21.15    0.00    0.00    1.43    0.00    8.96    0.00   58.78
15:08:31      12    6.85    0.00   11.30    0.00    0.00    0.00    0.00    3.77    0.00   78.08
15:08:31      13    9.96    0.00   20.28    0.00    0.00    1.42    0.00    9.61    0.00   58.72
15:08:31      14    3.78    0.00    9.28    0.00    0.00    0.00    0.00    4.81    0.00   82.13
15:08:31      15    8.93    0.00   20.71    0.00    0.00    2.14    0.00    8.93    0.00   59.29
15:08:31      16    3.07    0.00    9.22    0.00    0.00    0.00    0.00    4.44    0.00   83.28
15:08:31      17    9.15    0.00   20.77    0.00    0.00    1.06    0.00   10.56    0.00   58.45
15:08:31      18    2.40    0.00    7.88    0.00    0.00    0.00    0.00    5.48    0.00   84.25
15:08:31      19   10.18    0.00   20.70    0.00    0.00    1.40    0.00   10.18    0.00   57.54
15:08:31      20    0.33    0.00    1.00    0.00    0.00    0.00    0.00    0.33    0.00   98.33
15:08:31      21    3.02    0.00    4.70    0.00    0.00    0.00    0.00    1.01    0.00   91.28
15:08:31      22    0.33    0.00    0.67    0.00    0.00    0.00    0.00    0.33    0.00   98.66
15:08:31      23    2.38    0.00    4.42    0.00    0.00    0.00    0.00    1.02    0.00   92.18
15:08:31      24    0.33    0.00    1.00    0.00    0.00    0.00    0.00    0.67    0.00   97.99
15:08:31      25    2.70    0.00    4.39    0.00    0.00    0.00    0.00    1.35    0.00   91.55
15:08:31      26    0.00    0.00    1.34    0.00    0.00    0.00    0.00    1.00    0.00   97.66
15:08:31      27    2.36    0.00    5.41    0.00    0.00    0.00    0.00    2.03    0.00   90.20
15:08:31      28    0.00    0.00    0.67    0.00    0.00    0.00    0.00    0.33    0.00   99.00
15:08:31      29    3.07    0.00    4.44    0.00    0.00    0.00    0.00    1.02    0.00   91.47
15:08:31      30    0.33    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.33
15:08:31      31    3.03    0.00    3.70    0.00    0.00    0.00    0.00    1.68    0.00   91.58
15:08:31      32    0.00    0.00    1.00    0.00    0.00    0.00    0.00    1.34    0.00   97.66
15:08:31      33    2.03    0.00    3.73    0.00    0.00    0.00    0.00    2.71    0.00   91.53
15:08:31      34    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.33    0.00   98.67
15:08:31      35    2.36    0.00    4.71    0.00    0.00    0.00    0.00    1.68    0.00   91.25
15:08:31      36    0.00    0.00    0.67    0.00    0.00    0.00    0.00    1.01    0.00   98.32
15:08:31      37    2.71    0.00    4.41    0.00    0.00    0.00    0.00    1.36    0.00   91.53
15:08:31      38    0.33    0.00    1.00    0.00    0.00    0.00    0.00    0.33    0.00   98.33
15:08:31      39    2.37    0.00    4.75    0.00    0.00    0.00    0.00    1.36    0.00   91.53

15:08:31     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:08:34     all    4.46    0.00    9.21    0.00    0.00    0.68    0.00    4.03    0.00   81.62
15:08:34       0    1.71    0.00    9.22    0.00    0.00    0.00    0.00    5.46    0.00   83.62
15:08:34       1   10.42    0.00   21.18    0.00    0.00    1.39    0.00   10.07    0.00   56.94
15:08:34       2    1.72    0.00    8.25    0.00    0.00    0.00    0.00    5.15    0.00   84.88
15:08:34       3   10.14    0.00   20.98    0.00    0.00    1.40    0.00   10.14    0.00   57.34
15:08:34       4    1.03    0.00    7.90    0.00    0.00    0.00    0.00    5.15    0.00   85.91
15:08:34       5   10.00    0.00   21.07    0.00    0.00    1.79    0.00    8.21    0.00   58.93
15:08:34       6    0.68    0.00    8.22    0.00    0.00    0.00    0.00    6.16    0.00   84.93
15:08:34       7    8.90    0.00   21.35    0.00    0.00    1.42    0.00    9.25    0.00   59.07
15:08:34       8   26.42    0.00   25.28    0.00    0.38   12.83    0.00    0.75    0.00   34.34
15:08:34       9    8.90    0.00   21.00    0.00    0.00    1.07    0.00   10.32    0.00   58.72
15:08:34      10   10.31    0.00   14.43    0.00    0.00    0.00    0.00    2.75    0.00   72.51
15:08:34      11   10.53    0.00   20.70    0.00    0.00    1.75    0.00    9.12    0.00   57.89
15:08:34      12    6.53    0.00   10.31    0.00    0.00    0.00    0.00    2.75    0.00   80.41
15:08:34      13   10.56    0.00   20.07    0.00    0.00    1.41    0.00    9.86    0.00   58.10
15:08:34      14    3.74    0.00    8.84    0.00    0.00    0.00    0.00    5.10    0.00   82.31
15:08:34      15   10.76    0.00   21.18    0.00    0.00    1.39    0.00    9.72    0.00   56.94
15:08:34      16    2.39    0.00    8.53    0.00    0.00    0.00    0.00    5.80    0.00   83.28
15:08:34      17    9.22    0.00   20.21    0.00    0.00    2.48    0.00    9.22    0.00   58.87
15:08:34      18    1.71    0.00    7.88    0.34    0.00    0.34    0.00    4.79    0.00   84.93
15:08:34      19   10.92    0.00   20.07    0.00    0.00    1.76    0.00    9.15    0.00   58.10
15:08:34      20    0.33    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.66
15:08:34      21    2.04    0.00    4.42    0.00    0.00    0.00    0.00    2.04    0.00   91.50
15:08:34      22    0.00    0.00    1.68    0.00    0.00    0.00    0.00    1.68    0.00   96.64
15:08:34      23    2.69    0.00    4.71    0.00    0.00    0.34    0.00    1.68    0.00   90.57
15:08:34      24    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
15:08:34      25    3.05    0.00    4.07    0.00    0.00    0.00    0.00    1.69    0.00   91.19
15:08:34      26    0.33    0.00    1.34    0.00    0.00    0.00    0.00    1.67    0.00   96.66
15:08:34      27    2.71    0.00    4.41    0.00    0.00    0.00    0.00    2.37    0.00   90.51
15:08:34      28    0.33    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.33
15:08:34      29    2.36    0.00    5.05    0.00    0.00    0.00    0.00    1.35    0.00   91.25
15:08:34      30    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
15:08:34      31    2.03    0.00    4.75    0.00    0.00    0.00    0.00    1.69    0.00   91.53
15:08:34      32    0.34    0.00    1.01    0.00    0.00    0.00    0.00    1.34    0.00   97.32
15:08:34      33    3.03    0.00    5.05    0.00    0.00    0.34    0.00    0.67    0.00   90.91
15:08:34      34    0.00    0.00    0.67    0.00    0.00    0.00    0.00    1.01    0.00   98.32
15:08:34      35    2.73    0.00    4.44    0.00    0.00    0.00    0.00    1.02    0.00   91.81
15:08:34      36    0.67    0.00    1.00    0.00    0.00    0.00    0.00    0.67    0.00   97.66
15:08:34      37    2.03    0.00    4.75    0.00    0.00    0.34    0.00    1.69    0.00   91.19
15:08:34      38    0.00    0.00    1.01    0.00    0.00    0.00    0.00    1.34    0.00   97.65
15:08:34      39    2.36    0.00    4.73    0.00    0.00    0.00    0.00    1.69    0.00   91.22

15:08:34     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:08:37     all    4.67    0.00    9.25    0.00    0.00    0.73    0.00    4.25    0.00   81.10
15:08:37       0    2.77    0.00    9.00    0.00    0.00    0.00    0.00    5.19    0.00   83.04
15:08:37       1   10.56    0.00   20.07    0.00    0.00    1.76    0.00    9.86    0.00   57.75
15:08:37       2    1.02    0.00    9.22    0.00    0.00    0.00    0.00    5.80    0.00   83.96
15:08:37       3    9.32    0.00   20.07    0.00    0.00    1.08    0.00   11.47    0.00   58.06
15:08:37       4    1.37    0.00    8.19    0.00    0.00    0.00    0.00    6.83    0.00   83.62
15:08:37       5   10.28    0.00   20.21    0.00    0.00    1.06    0.00   10.28    0.00   58.16
15:08:37       6    1.36    0.00    8.50    0.00    0.00    0.00    0.00    6.12    0.00   84.01
15:08:37       7    9.89    0.00   20.49    0.00    0.00    1.77    0.00    9.19    0.00   58.66
15:08:37       8   26.77    0.00   26.39    0.00    0.00   14.50    0.00    0.74    0.00   31.60
15:08:37       9   10.28    0.00   19.50    0.00    0.00    1.77    0.00   10.28    0.00   58.16
15:08:37      10   12.33    0.00   15.41    0.00    0.00    0.00    0.00    2.40    0.00   69.86
15:08:37      11   10.45    0.00   20.91    0.00    0.00    1.39    0.00   10.10    0.00   57.14
15:08:37      12    7.51    0.00   11.26    0.00    0.00    0.00    0.00    3.75    0.00   77.47
15:08:37      13   10.53    0.00   20.70    0.00    0.00    1.40    0.00    9.82    0.00   57.54
15:08:37      14    4.47    0.00   10.31    0.00    0.00    0.00    0.00    4.12    0.00   81.10
15:08:37      15   10.53    0.00   21.05    0.00    0.00    1.40    0.00    9.82    0.00   57.19
15:08:37      16    3.39    0.00    9.15    0.00    0.00    0.00    0.00    6.44    0.00   81.02
15:08:37      17    9.54    0.00   21.20    0.00    0.00    1.41    0.00    9.54    0.00   58.30
15:08:37      18    2.08    0.00    8.33    0.00    0.00    0.00    0.00    4.51    0.00   85.07
