timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67
1438801687000,0.00,2.36,91.92,0.00,0.00,0.00,0.34,0.00,3.70,1.68
1438801690000,0.00,1.37,93.17,0.00,0.00,0.00,0.00,0.00,3.07,2.39
1438801693000,0.00,2.36,91.89,0.00,0.00,0.00,0.00,0.00,4.05,1.69
1438801696000,0.00,1.68,91.92,0.00,0.00,0.00,0.00,0.00,4.38,2.02
1438801699000,0.00,2.37,89.49,0.00,0.00,0.00,0.00,0.00,5.42,2.71
1438801702000,0.00,2.03,89.19,0.00,0.00,0.00,0.00,0.00,5.07,3.72
1438801705000,0.00,2.03,92.54,0.00,0.00,0.00,0.00,0.00,3.73,1.69
1438801708000,0.00,2.37,90.85,0.00,0.00,0.00,0.34,0.00,4.41,2.03
1438801711000,0.00,1.01,91.28,0.00,0.00,0.00,0.00,0.00,4.70,3.02
1438801714000,0.00,2.04,91.50,0.00,0.00,0.00,0.00,0.00,4.42,2.04
1438801717000,0.00,2.03,91.19,0.00,0.00,0.00,0.00,0.00,4.41,2.37
