timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1438801681000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1438801684000,0.00,2.68,96.66,0.00,0.00,0.00,0.00,0.00,0.00,0.67
1438801687000,0.00,1.68,91.28,0.00,0.00,0.00,0.34,0.00,4.36,2.35
1438801690000,0.00,3.02,90.94,0.00,0.00,0.00,0.00,0.00,3.69,2.35
1438801693000,0.00,2.36,91.92,0.00,0.00,0.00,0.00,0.00,4.04,1.68
1438801696000,0.00,1.69,92.54,0.00,0.00,0.00,0.00,0.00,3.73,2.03
1438801699000,0.00,2.05,90.07,0.00,0.00,0.00,0.34,0.00,4.45,3.08
1438801702000,0.00,2.04,90.14,0.00,0.00,0.00,0.00,0.00,4.42,3.40
1438801705000,0.00,2.72,92.52,0.00,0.00,0.00,0.00,0.00,3.40,1.36
1438801708000,0.00,2.03,90.51,0.00,0.00,0.00,0.00,0.00,4.75,2.71
1438801711000,0.00,2.72,91.50,0.00,0.00,0.00,0.00,0.00,3.74,2.04
1438801714000,0.00,0.67,90.94,0.00,0.00,0.00,0.34,0.00,5.03,3.02
1438801717000,0.00,1.68,90.27,0.00,0.00,0.00,0.00,0.00,5.03,3.02
