timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,0.00,16.28,83.39,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1438801684000,0.00,0.67,98.67,0.00,0.00,0.00,0.00,0.00,0.00,0.67
1438801687000,0.00,6.23,83.39,0.00,0.00,0.00,0.00,0.00,8.65,1.73
1438801690000,0.00,5.61,85.26,0.00,0.00,0.00,0.00,0.00,7.72,1.40
1438801693000,0.00,6.85,83.90,0.00,0.00,0.00,0.00,0.00,7.53,1.71
1438801696000,0.00,5.17,86.21,0.00,0.00,0.00,0.00,0.00,7.24,1.38
1438801699000,0.00,5.76,87.12,0.00,0.00,0.00,0.00,0.00,6.10,1.02
1438801702000,0.00,4.83,87.93,0.00,0.00,0.00,0.00,0.00,6.21,1.03
1438801705000,0.00,5.15,84.54,0.00,0.00,0.00,0.00,0.00,8.93,1.37
1438801708000,0.00,5.15,86.60,0.00,0.00,0.00,0.00,0.00,6.87,1.37
1438801711000,0.00,5.50,84.88,0.00,0.00,0.00,0.00,0.00,8.59,1.03
1438801714000,0.00,5.14,84.93,0.00,0.00,0.00,0.00,0.00,8.22,1.71
1438801717000,0.00,5.80,83.96,0.00,0.00,0.00,0.00,0.00,9.22,1.02
