timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,4.01,95.65,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1438801681000,0.00,0.00,91.64,0.00,0.00,0.00,0.00,0.00,1.00,7.36
1438801684000,0.00,2.00,96.67,0.00,0.00,0.00,0.00,0.00,0.00,1.33
1438801687000,0.00,2.00,91.67,0.00,0.00,0.00,0.00,0.00,4.67,1.67
1438801690000,0.00,2.03,92.20,0.00,0.00,0.00,0.00,0.00,3.39,2.37
1438801693000,0.00,2.36,92.23,0.00,0.00,0.00,0.00,0.00,3.38,2.03
1438801696000,0.00,1.67,90.97,0.00,0.00,0.00,0.33,0.00,4.68,2.34
1438801699000,0.00,1.70,90.14,0.00,0.00,0.00,0.00,0.00,5.78,2.38
1438801702000,0.00,3.07,89.76,0.00,0.00,0.00,0.00,0.00,4.44,2.73
1438801705000,0.00,1.69,92.54,0.00,0.00,0.00,0.00,0.00,4.07,1.69
1438801708000,0.00,3.04,89.53,0.00,0.00,0.00,0.34,0.00,4.39,2.70
1438801711000,0.00,1.36,91.53,0.00,0.00,0.00,0.00,0.00,4.41,2.71
1438801714000,0.00,1.69,91.22,0.00,0.00,0.00,0.00,0.00,4.05,3.04
1438801717000,0.00,2.03,91.86,0.00,0.00,0.00,0.00,0.00,4.07,2.03
