timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,0.00,99.66,0.00,0.00,0.00,0.00,0.00,0.00,0.34
1438801681000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,0.00,2.33,96.67,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1438801687000,0.00,1.70,92.86,0.00,0.00,0.00,0.00,0.00,3.74,1.70
1438801690000,0.00,1.35,92.23,0.00,0.00,0.00,0.00,0.00,3.72,2.70
1438801693000,0.00,2.02,92.26,0.00,0.00,0.00,0.00,0.00,4.04,1.68
1438801696000,0.00,2.03,91.86,0.00,0.00,0.00,0.00,0.00,3.39,2.71
1438801699000,0.00,2.36,88.55,0.00,0.00,0.00,0.00,0.00,6.06,3.03
1438801702000,0.00,1.71,90.44,0.00,0.00,0.00,0.34,0.00,4.44,3.07
1438801705000,0.00,2.03,91.89,0.00,0.00,0.00,0.00,0.00,4.39,1.69
1438801708000,0.00,2.38,91.16,0.00,0.00,0.00,0.00,0.00,4.08,2.38
1438801711000,0.00,1.68,91.58,0.00,0.00,0.00,0.00,0.00,3.70,3.03
1438801714000,0.00,1.70,91.50,0.00,0.00,0.00,0.00,0.00,4.76,2.04
1438801717000,0.00,1.36,91.50,0.00,0.00,0.00,0.34,0.00,4.42,2.38
