timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,15.33,84.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1438801681000,0.00,24.41,75.25,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1438801684000,0.00,20.40,78.26,0.00,0.00,0.00,0.00,0.00,0.00,1.34
1438801687000,0.00,8.21,61.07,0.00,0.00,0.00,1.07,0.00,20.00,9.64
1438801690000,0.00,8.39,59.44,0.00,0.00,0.00,1.75,0.00,20.28,10.14
1438801693000,0.00,9.47,58.60,0.00,0.00,0.00,1.05,0.00,20.35,10.53
1438801696000,0.00,9.25,59.43,0.00,0.00,0.00,1.42,0.00,19.22,10.68
1438801699000,0.00,9.89,55.12,0.00,0.00,0.00,1.41,0.00,23.32,10.25
1438801702000,0.00,9.82,54.39,0.00,0.00,0.00,2.11,0.00,21.75,11.93
1438801705000,0.00,9.19,59.72,0.00,0.00,0.00,1.41,0.00,19.79,9.89
1438801708000,0.00,9.06,57.49,0.00,0.00,0.00,1.74,0.00,20.91,10.80
1438801711000,0.00,8.60,59.14,0.00,0.00,0.00,1.43,0.00,21.51,9.32
1438801714000,0.00,10.14,57.34,0.00,0.00,0.00,1.40,0.00,20.98,10.14
1438801717000,0.00,11.47,58.42,0.00,0.00,0.00,1.08,0.00,19.71,9.32
