timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,16.39,83.28,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1438801681000,0.00,15.67,84.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1438801684000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1438801687000,0.00,1.35,92.26,0.00,0.00,0.00,0.00,0.00,4.04,2.36
1438801690000,0.00,2.03,92.20,0.00,0.00,0.00,0.00,0.00,4.07,1.69
1438801693000,0.00,2.38,92.52,0.00,0.00,0.00,0.00,0.00,3.06,2.04
1438801696000,0.00,2.35,91.61,0.00,0.00,0.00,0.00,0.00,4.03,2.01
1438801699000,0.00,2.36,89.19,0.00,0.00,0.00,0.34,0.00,5.07,3.04
1438801702000,0.00,2.01,88.93,0.00,0.00,0.00,0.00,0.00,5.70,3.36
1438801705000,0.00,1.69,91.55,0.00,0.00,0.00,0.00,0.00,4.05,2.70
1438801708000,0.00,2.70,89.86,0.00,0.00,0.00,0.00,0.00,4.73,2.70
1438801711000,0.00,1.36,91.53,0.00,0.00,0.00,0.00,0.00,4.75,2.37
1438801714000,0.00,1.69,91.19,0.00,0.00,0.00,0.00,0.00,4.75,2.37
1438801717000,0.00,1.35,90.91,0.00,0.00,0.00,0.34,0.00,5.05,2.36
