timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,5.69,94.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,0.00,32.00,67.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1438801684000,0.00,16.39,82.27,0.00,0.00,0.00,0.00,0.00,0.00,1.34
1438801687000,0.00,7.69,59.44,0.00,0.00,0.00,1.40,0.00,20.28,11.19
1438801690000,0.00,9.47,58.95,0.00,0.00,0.00,1.75,0.00,20.35,9.47
1438801693000,0.00,7.83,59.79,0.00,0.00,0.00,1.42,0.00,20.64,10.32
1438801696000,0.00,8.13,59.01,0.00,0.00,0.00,1.77,0.00,20.14,10.95
1438801699000,0.00,11.03,54.45,0.00,0.00,0.00,1.78,0.00,21.71,11.03
1438801702000,0.00,9.68,56.27,0.00,0.00,0.00,1.43,0.00,21.51,11.11
1438801705000,0.00,10.60,59.36,0.00,0.00,0.00,1.77,0.00,19.43,8.83
1438801708000,0.00,8.51,58.51,0.00,0.00,0.00,1.42,0.00,20.92,10.64
1438801711000,0.00,9.32,59.14,0.00,0.00,0.00,1.43,0.00,19.71,10.39
1438801714000,0.00,8.21,58.93,0.00,0.00,0.00,1.79,0.00,21.07,10.00
1438801717000,0.00,9.93,58.51,0.00,0.00,0.00,1.06,0.00,20.21,10.28
