timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1438801681000,0.00,0.00,99.33,0.00,0.00,0.00,0.00,0.00,0.00,0.67
1438801684000,0.00,2.68,96.32,0.33,0.00,0.00,0.00,0.00,0.00,0.67
1438801687000,0.00,4.14,70.34,0.00,0.00,0.00,0.00,0.00,15.52,10.00
1438801690000,0.00,2.68,68.46,0.00,0.00,0.00,0.34,0.00,15.10,13.42
1438801693000,0.00,2.41,70.69,0.00,0.00,0.00,0.00,0.00,14.48,12.41
1438801696000,0.00,1.74,73.26,0.00,0.00,0.00,0.00,0.00,14.24,10.76
1438801699000,0.00,2.37,75.25,0.00,0.00,0.00,0.00,0.00,12.54,9.83
1438801702000,0.00,2.04,74.49,0.00,0.00,0.00,0.00,0.00,12.59,10.88
1438801705000,0.00,2.41,69.42,0.00,0.00,0.00,0.00,0.00,15.81,12.37
1438801708000,0.00,1.37,73.20,0.00,0.00,0.00,0.34,0.00,13.40,11.68
1438801711000,0.00,2.73,70.99,0.00,0.00,0.00,0.00,0.00,15.36,10.92
1438801714000,0.00,2.74,72.26,0.00,0.00,0.00,0.00,0.00,14.73,10.27
1438801717000,0.00,2.40,69.86,0.00,0.00,0.00,0.00,0.00,15.41,12.33
