timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1438801681000,0.00,0.33,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,0.00,11.71,87.29,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1438801687000,0.00,7.59,81.72,0.00,0.00,0.00,0.00,0.00,9.31,1.38
1438801690000,0.00,6.94,82.99,0.00,0.00,0.00,0.00,0.00,8.33,1.74
1438801693000,0.00,6.99,84.27,0.00,0.00,0.00,0.00,0.00,7.69,1.05
1438801696000,0.00,5.17,85.17,0.00,0.00,0.00,0.00,0.00,7.93,1.72
1438801699000,0.00,5.19,88.24,0.00,0.00,0.00,0.00,0.00,5.88,0.69
1438801702000,0.00,4.81,86.94,0.00,0.00,0.00,0.00,0.00,6.87,1.37
1438801705000,0.00,5.54,83.74,0.00,0.00,0.00,0.00,0.00,9.00,1.73
1438801708000,0.00,4.79,85.27,0.00,0.00,0.00,0.00,0.00,8.56,1.37
1438801711000,0.00,5.52,84.48,0.00,0.00,0.00,0.00,0.00,8.28,1.72
1438801714000,0.00,5.14,83.56,0.00,0.00,0.00,0.00,0.00,9.25,2.05
1438801717000,0.00,5.52,83.10,0.00,0.00,0.00,0.00,0.00,8.97,2.41
