timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,0.33,99.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1438801681000,0.00,16.72,82.61,0.00,0.00,0.00,0.00,0.00,0.00,0.67
1438801684000,0.00,3.36,95.30,0.00,0.00,0.00,0.00,0.00,0.34,1.01
1438801687000,0.00,7.80,60.99,0.00,0.00,0.00,1.42,0.00,18.79,10.99
1438801690000,0.00,9.15,60.21,0.00,0.00,0.00,1.41,0.00,19.37,9.86
1438801693000,0.00,8.74,58.74,0.00,0.00,0.00,1.75,0.00,20.28,10.49
1438801696000,0.00,8.13,59.72,0.00,0.00,0.00,1.41,0.00,20.14,10.60
1438801699000,0.00,9.89,55.12,0.00,0.00,0.00,1.77,0.00,21.55,11.66
1438801702000,0.00,10.28,55.67,0.00,0.00,0.00,1.42,0.00,21.63,10.99
1438801705000,0.00,9.47,60.35,0.00,0.00,0.00,1.40,0.00,19.65,9.12
1438801708000,0.00,9.22,58.51,0.00,0.00,0.00,1.77,0.00,20.57,9.93
1438801711000,0.00,8.93,60.00,0.00,0.00,0.00,1.43,0.00,20.36,9.29
1438801714000,0.00,9.22,58.87,0.00,0.00,0.00,1.42,0.00,21.28,9.22
1438801717000,0.00,9.19,58.66,0.00,0.00,0.00,1.77,0.00,20.49,9.89
