timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,16.34,83.01,0.00,0.00,0.00,0.00,0.00,0.65,0.00
1438801681000,0.00,0.99,99.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,0.00,2.65,96.03,0.00,0.00,0.00,0.00,0.00,0.33,0.99
1438801687000,0.00,1.36,93.22,0.00,0.00,0.00,0.00,0.00,3.39,2.03
1438801690000,0.00,2.34,90.30,0.00,0.00,0.00,0.33,0.00,4.68,2.34
1438801693000,0.00,1.71,93.86,0.00,0.00,0.00,0.00,0.00,2.73,1.71
1438801696000,0.00,1.68,91.61,0.00,0.00,0.00,0.00,0.00,4.36,2.35
1438801699000,0.00,2.02,88.55,0.00,0.00,0.00,0.34,0.00,5.72,3.37
1438801702000,0.00,2.05,90.10,0.00,0.00,0.00,0.00,0.00,4.78,3.07
1438801705000,0.00,2.01,91.61,0.00,0.00,0.00,0.00,0.00,4.36,2.01
1438801708000,0.00,2.36,90.54,0.00,0.00,0.00,0.00,0.00,4.73,2.36
1438801711000,0.00,1.68,90.91,0.00,0.00,0.00,0.00,0.00,4.71,2.69
1438801714000,0.00,1.02,91.81,0.00,0.00,0.00,0.00,0.00,4.44,2.73
1438801717000,0.00,1.70,91.50,0.00,0.00,0.00,0.34,0.00,4.08,2.38
