timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,18.48,80.86,0.00,0.00,0.00,0.00,0.00,0.66,0.00
1438801681000,0.00,14.72,83.95,0.00,0.00,0.00,0.00,0.00,0.33,1.00
1438801684000,0.00,18.33,79.33,0.00,0.00,0.00,0.00,0.00,0.33,2.00
1438801687000,0.00,7.42,60.07,0.00,0.00,0.00,1.41,0.00,20.14,10.95
1438801690000,0.00,9.86,59.15,0.00,0.00,0.00,1.76,0.00,19.37,9.86
1438801693000,0.00,9.29,59.29,0.00,0.00,0.00,1.43,0.00,20.36,9.64
1438801696000,0.00,9.12,57.89,0.00,0.00,0.00,1.40,0.00,21.40,10.18
1438801699000,0.00,9.82,54.39,0.00,0.00,0.00,1.75,0.00,23.51,10.53
1438801702000,0.00,9.96,55.52,0.00,0.00,0.00,1.42,0.00,22.42,10.68
1438801705000,0.00,8.77,59.30,0.00,0.00,0.00,1.40,0.00,20.70,9.82
1438801708000,0.00,9.32,58.78,0.00,0.00,0.00,1.79,0.00,19.71,10.39
1438801711000,0.00,9.89,58.66,0.00,0.00,0.00,1.41,0.00,19.79,10.25
1438801714000,0.00,10.64,58.51,0.00,0.00,0.00,1.06,0.00,20.92,8.87
1438801717000,0.00,9.93,58.16,0.00,0.00,0.00,1.77,0.00,19.50,10.64
