timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,0.00,0.33,99.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1438801684000,0.00,3.34,95.32,0.00,0.00,0.00,0.00,0.00,0.33,1.00
1438801687000,0.00,6.64,59.79,0.00,0.00,0.00,1.75,0.00,21.33,10.49
1438801690000,0.00,10.56,58.45,0.00,0.00,0.00,1.41,0.00,19.01,10.56
1438801693000,0.00,9.03,60.65,0.00,0.00,0.00,1.44,0.00,19.49,9.39
1438801696000,0.00,8.87,58.87,0.00,0.00,0.00,1.42,0.00,20.21,10.64
1438801699000,0.00,9.44,54.20,0.00,0.00,0.00,2.10,0.00,22.73,11.54
1438801702000,0.00,9.96,55.87,0.00,0.00,0.00,1.42,0.00,21.71,11.03
1438801705000,0.00,9.64,60.36,0.00,0.00,0.00,1.07,0.00,19.29,9.64
1438801708000,0.00,9.00,56.75,0.00,0.00,0.00,2.08,0.00,21.80,10.38
1438801711000,0.00,10.60,58.30,0.00,0.00,0.00,1.06,0.00,20.49,9.54
1438801714000,0.00,9.19,58.66,0.00,0.00,0.00,2.47,0.00,20.49,9.19
1438801717000,0.00,9.19,58.30,0.00,0.00,0.00,1.41,0.00,21.20,9.89
