timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1438801684000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1438801687000,0.00,6.85,82.53,0.00,0.00,0.00,0.00,0.00,9.59,1.03
1438801690000,0.00,7.22,83.85,0.00,0.00,0.00,0.00,0.00,7.90,1.03
1438801693000,0.00,6.46,83.33,0.00,0.00,0.00,0.00,0.00,8.84,1.36
1438801696000,0.00,6.14,85.32,0.00,0.00,0.00,0.00,0.00,7.51,1.02
1438801699000,0.00,4.76,87.76,0.00,0.00,0.00,0.00,0.00,6.80,0.68
1438801702000,0.00,5.74,85.81,0.00,0.00,0.00,0.00,0.00,7.77,0.68
1438801705000,0.00,5.56,85.07,0.00,0.00,0.00,0.00,0.00,7.99,1.39
1438801708000,0.00,6.14,85.32,0.00,0.00,0.00,0.00,0.00,7.17,1.37
1438801711000,0.00,7.17,82.94,0.00,0.00,0.00,0.00,0.00,8.53,1.37
1438801714000,0.00,5.17,85.86,0.00,0.00,0.00,0.00,0.00,7.93,1.03
1438801717000,0.00,6.80,83.67,0.00,0.00,0.00,0.00,0.00,8.16,1.36
