timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1438801678000,0.00,18.00,81.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33
1438801681000,0.00,0.33,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,0.00,20.47,79.19,0.00,0.00,0.00,0.00,0.00,0.00,0.34
1438801687000,0.00,0.67,97.66,0.00,0.00,0.00,0.00,0.00,1.34,0.33
1438801690000,0.00,2.01,95.99,0.00,0.00,0.00,0.00,0.00,2.01,0.00
1438801693000,0.00,0.33,97.99,0.00,0.00,0.00,0.00,0.00,1.34,0.33
1438801696000,0.00,0.00,98.99,0.00,0.00,0.00,0.00,0.00,1.01,0.00
1438801699000,0.00,3.02,95.97,0.00,0.00,0.00,0.00,0.00,1.01,0.00
1438801702000,0.00,1.33,97.33,0.00,0.00,0.00,0.00,0.00,1.00,0.33
1438801705000,0.00,0.34,98.32,0.00,0.00,0.00,0.00,0.00,1.01,0.34
1438801708000,0.00,1.68,97.31,0.00,0.00,0.00,0.00,0.00,1.01,0.00
1438801711000,0.00,0.33,98.33,0.00,0.00,0.00,0.00,0.00,1.00,0.33
1438801714000,0.00,1.35,97.64,0.00,0.00,0.00,0.00,0.00,1.01,0.00
1438801717000,0.00,0.33,98.33,0.00,0.00,0.00,0.00,0.00,1.00,0.33
