timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,0.33,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,0.33,98.67,0.00,0.00,0.00,0.00,0.00,0.33,0.67
1438801687000,3.03,94.95,0.00,0.00,0.00,0.00,0.00,1.68,0.34
1438801690000,0.67,97.65,0.00,0.00,0.00,0.00,0.00,1.68,0.00
1438801693000,0.00,98.99,0.00,0.00,0.00,0.00,0.00,0.67,0.34
1438801696000,4.36,94.30,0.00,0.00,0.00,0.00,0.00,1.34,0.00
1438801699000,3.36,95.30,0.00,0.00,0.00,0.00,0.00,1.01,0.34
1438801702000,3.69,94.63,0.00,0.00,0.00,0.00,0.00,1.68,0.00
1438801705000,3.32,94.68,0.00,0.00,0.00,0.00,0.00,1.99,0.00
1438801708000,1.67,96.67,0.00,0.00,0.00,0.00,0.00,1.33,0.33
1438801711000,1.01,98.32,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1438801714000,0.67,97.66,0.00,0.00,0.00,0.00,0.00,1.00,0.67
1438801717000,0.33,99.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00
