timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1438801684000,2.34,96.32,0.00,0.00,0.00,0.00,0.00,0.00,1.34
1438801687000,1.36,93.22,0.00,0.00,0.00,0.00,0.00,3.73,1.69
1438801690000,2.04,92.18,0.00,0.00,0.00,0.00,0.00,4.08,1.70
1438801693000,1.68,91.92,0.00,0.00,0.00,0.00,0.00,4.04,2.36
1438801696000,1.69,92.20,0.00,0.00,0.00,0.34,0.00,3.73,2.03
1438801699000,1.69,89.86,0.00,0.00,0.00,0.00,0.00,5.41,3.04
1438801702000,2.73,89.76,0.00,0.00,0.00,0.00,0.00,5.12,2.39
1438801705000,1.68,91.25,0.00,0.00,0.00,0.34,0.00,4.38,2.36
1438801708000,2.36,90.24,0.00,0.00,0.00,0.00,0.00,4.71,2.69
1438801711000,1.02,91.47,0.00,0.00,0.00,0.00,0.00,4.44,3.07
1438801714000,1.35,91.25,0.00,0.00,0.00,0.00,0.00,5.05,2.36
1438801717000,1.36,90.85,0.00,0.00,0.00,0.00,0.00,5.08,2.71
