timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,0.33,99.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1438801684000,34.33,64.33,0.00,0.00,0.00,0.00,0.00,0.33,1.00
1438801687000,8.13,60.42,0.00,0.00,0.00,1.41,0.00,20.14,9.89
1438801690000,8.21,60.36,0.00,0.00,0.00,1.79,0.00,19.64,10.00
1438801693000,9.15,58.80,0.00,0.00,0.00,1.41,0.00,20.07,10.56
1438801696000,8.74,58.39,0.00,0.00,0.00,1.40,0.00,19.93,11.54
1438801699000,9.86,54.23,0.00,0.00,0.00,1.76,0.00,21.83,12.32
1438801702000,10.07,55.76,0.00,0.00,0.00,1.80,0.00,21.22,11.15
1438801705000,9.41,58.54,0.00,0.00,0.00,1.39,0.00,20.56,10.10
1438801708000,9.64,58.93,0.00,0.00,0.00,1.43,0.00,20.71,9.29
1438801711000,10.18,57.54,0.00,0.00,0.00,1.40,0.00,20.70,10.18
1438801714000,9.15,58.10,0.00,0.00,0.00,1.76,0.00,20.07,10.92
1438801717000,9.29,58.93,0.00,0.00,0.00,1.43,0.00,20.00,10.36
