timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,4.00,95.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1438801681000,0.00,91.64,0.00,0.00,0.00,0.00,0.00,1.00,7.36
1438801684000,2.00,96.67,0.00,0.00,0.00,0.00,0.00,0.00,1.33
1438801687000,2.01,91.64,0.00,0.00,0.00,0.00,0.00,4.68,1.67
1438801690000,2.03,92.23,0.00,0.00,0.00,0.00,0.00,3.38,2.36
1438801693000,2.37,92.20,0.00,0.00,0.00,0.00,0.00,3.39,2.03
1438801696000,1.67,90.97,0.00,0.00,0.00,0.33,0.00,4.68,2.34
1438801699000,1.70,90.14,0.00,0.00,0.00,0.00,0.00,5.78,2.38
1438801702000,3.40,89.46,0.00,0.00,0.00,0.00,0.00,4.42,2.72
1438801705000,1.36,92.86,0.00,0.00,0.00,0.00,0.00,4.08,1.70
1438801708000,3.04,89.53,0.00,0.00,0.00,0.34,0.00,4.39,2.70
1438801711000,1.35,91.55,0.00,0.00,0.00,0.00,0.00,4.39,2.70
1438801714000,1.69,91.19,0.00,0.00,0.00,0.00,0.00,4.07,3.05
1438801717000,2.03,91.86,0.00,0.00,0.00,0.00,0.00,4.07,2.03
