timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,15.72,83.95,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1438801681000,0.67,99.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,2.34,96.99,0.00,0.00,0.00,0.00,0.00,0.00,0.67
1438801687000,5.82,81.16,0.00,0.00,0.00,0.00,0.00,9.93,3.08
1438801690000,5.48,81.85,0.00,0.00,0.00,0.00,0.00,9.59,3.08
1438801693000,5.50,83.16,0.00,0.00,0.00,0.00,0.00,8.59,2.75
1438801696000,5.86,84.83,0.00,0.00,0.00,0.00,0.00,7.24,2.07
1438801699000,4.42,87.41,0.00,0.00,0.00,0.00,0.00,6.12,2.04
1438801702000,5.14,86.64,0.00,0.00,0.00,0.00,0.00,6.85,1.37
1438801705000,4.15,83.39,0.00,0.00,0.00,0.35,0.00,9.00,3.11
1438801708000,4.79,85.62,0.00,0.00,0.00,0.00,0.00,7.53,2.05
1438801711000,4.44,83.28,0.00,0.00,0.00,0.00,0.00,9.22,3.07
1438801714000,5.80,83.28,0.00,0.00,0.00,0.00,0.00,8.53,2.39
1438801717000,6.44,81.02,0.00,0.00,0.00,0.00,0.00,9.15,3.39
