timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,15.67,84.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1438801681000,24.08,75.59,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1438801684000,20.33,78.33,0.00,0.00,0.00,0.00,0.00,0.00,1.33
1438801687000,8.24,60.93,0.00,0.00,0.00,1.08,0.00,20.07,9.68
1438801690000,8.42,59.30,0.00,0.00,0.00,1.75,0.00,20.35,10.18
1438801693000,9.47,58.60,0.00,0.00,0.00,1.05,0.00,20.35,10.53
1438801696000,9.22,59.57,0.00,0.00,0.00,1.42,0.00,19.15,10.64
1438801699000,9.89,54.77,0.00,0.00,0.00,1.41,0.00,23.32,10.60
1438801702000,9.82,54.74,0.00,0.00,0.00,2.11,0.00,21.75,11.58
1438801705000,9.22,59.57,0.00,0.00,0.00,1.42,0.00,19.86,9.93
1438801708000,9.03,57.64,0.00,0.00,0.00,1.74,0.00,20.83,10.76
1438801711000,8.60,59.14,0.00,0.00,0.00,1.43,0.00,21.51,9.32
1438801714000,10.14,57.34,0.00,0.00,0.00,1.40,0.00,20.98,10.14
1438801717000,11.47,58.06,0.00,0.00,0.00,1.08,0.00,20.07,9.32
