timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,12.33,87.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67
1438801687000,7.85,82.25,0.00,0.00,0.00,0.00,0.00,8.53,1.37
1438801690000,7.14,83.33,0.00,0.00,0.00,0.00,0.00,8.84,0.68
1438801693000,8.19,82.59,0.00,0.00,0.00,0.00,0.00,7.85,1.37
1438801696000,5.19,86.16,0.00,0.00,0.00,0.00,0.00,7.96,0.69
1438801699000,5.15,88.66,0.00,0.00,0.00,0.00,0.00,5.84,0.34
1438801702000,5.78,86.73,0.00,0.00,0.00,0.00,0.00,6.46,1.02
1438801705000,6.21,84.14,0.00,0.00,0.00,0.00,0.00,8.28,1.38
1438801708000,5.10,86.39,0.00,0.00,0.00,0.00,0.00,7.48,1.02
1438801711000,7.85,83.62,0.00,0.00,0.00,0.00,0.00,7.17,1.37
1438801714000,6.16,84.93,0.00,0.00,0.00,0.00,0.00,8.22,0.68
1438801717000,6.12,84.01,0.00,0.00,0.00,0.00,0.00,8.50,1.36
