timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,12.37,87.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,6.02,93.31,0.00,0.00,0.00,0.00,0.00,0.00,0.67
1438801687000,2.03,92.23,0.00,0.00,0.00,0.00,0.00,3.72,2.03
1438801690000,1.01,91.28,0.00,0.00,0.00,0.34,0.00,5.03,2.35
1438801693000,1.69,92.57,0.00,0.00,0.00,0.00,0.00,3.38,2.36
1438801696000,1.69,92.54,0.00,0.00,0.00,0.00,0.00,3.39,2.37
1438801699000,2.40,90.07,0.00,0.00,0.00,0.00,0.00,4.79,2.74
1438801702000,2.03,89.83,0.00,0.00,0.00,0.34,0.00,5.76,2.03
1438801705000,1.36,92.88,0.00,0.00,0.00,0.00,0.00,3.73,2.03
1438801708000,2.03,91.53,0.00,0.00,0.00,0.00,0.00,4.41,2.03
1438801711000,1.36,91.53,0.00,0.00,0.00,0.00,0.00,4.41,2.71
1438801714000,1.69,91.19,0.00,0.00,0.00,0.34,0.00,4.75,2.03
1438801717000,1.69,90.85,0.00,0.00,0.00,0.00,0.00,4.41,3.05
