timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,18.48,80.86,0.00,0.00,0.00,0.00,0.00,0.66,0.00
1438801681000,15.05,83.61,0.00,0.00,0.00,0.00,0.00,0.33,1.00
1438801684000,17.88,79.14,0.00,0.00,0.00,0.00,0.00,0.66,2.32
1438801687000,7.50,60.36,0.00,0.00,0.00,1.43,0.00,20.00,10.71
1438801690000,9.79,59.09,0.00,0.00,0.00,1.75,0.00,19.58,9.79
1438801693000,9.25,59.07,0.00,0.00,0.00,1.42,0.00,20.28,9.96
1438801696000,9.15,58.10,0.00,0.00,0.00,1.41,0.00,21.48,9.86
1438801699000,9.86,54.58,0.00,0.00,0.00,1.76,0.00,23.24,10.56
1438801702000,9.96,55.52,0.00,0.00,0.00,1.42,0.00,22.42,10.68
1438801705000,8.77,58.95,0.00,0.00,0.00,1.40,0.00,21.05,9.82
1438801708000,9.29,58.93,0.00,0.00,0.00,1.79,0.00,19.29,10.71
1438801711000,10.25,58.66,0.00,0.00,0.00,1.41,0.00,19.79,9.89
1438801714000,10.32,58.72,0.00,0.00,0.00,1.07,0.00,21.00,8.90
1438801717000,10.28,58.16,0.00,0.00,0.00,1.77,0.00,19.50,10.28
