timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,16.72,83.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,0.67,98.33,0.00,0.00,0.00,0.00,0.00,0.33,0.67
1438801684000,4.36,94.97,0.00,0.00,0.00,0.00,0.00,0.00,0.67
1438801687000,8.16,60.28,0.00,0.00,0.00,1.42,0.00,19.50,10.64
1438801690000,8.16,59.93,0.00,0.00,0.00,1.42,0.00,20.21,10.28
1438801693000,9.61,59.79,0.00,0.00,0.00,1.42,0.00,19.22,9.96
1438801696000,8.19,59.43,0.00,0.00,0.00,1.78,0.00,20.28,10.32
1438801699000,8.83,54.77,0.00,0.00,0.00,1.77,0.00,23.32,11.31
1438801702000,8.93,55.71,0.00,0.00,0.00,1.79,0.00,22.50,11.07
1438801705000,9.51,59.51,0.00,0.00,0.00,1.76,0.00,19.37,9.86
1438801708000,8.93,58.21,0.00,0.00,0.00,1.07,0.00,21.79,10.00
1438801711000,10.36,58.93,0.00,0.00,0.00,1.07,0.00,19.64,10.00
1438801714000,10.07,56.94,0.00,0.00,0.00,1.39,0.00,21.18,10.42
1438801717000,9.86,57.75,0.00,0.00,0.00,1.76,0.00,20.07,10.56
