timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1438801681000,0.33,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,11.67,87.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1438801687000,7.93,81.38,0.00,0.00,0.00,0.00,0.00,9.31,1.38
1438801690000,6.62,83.28,0.00,0.00,0.00,0.00,0.00,8.36,1.74
1438801693000,6.97,84.32,0.00,0.00,0.00,0.00,0.00,7.67,1.05
1438801696000,5.19,85.12,0.00,0.00,0.00,0.00,0.00,7.96,1.73
1438801699000,5.19,88.24,0.00,0.00,0.00,0.00,0.00,5.88,0.69
1438801702000,4.79,86.99,0.00,0.00,0.00,0.00,0.00,6.85,1.37
1438801705000,5.54,83.39,0.00,0.00,0.00,0.00,0.00,9.34,1.73
1438801708000,4.79,85.62,0.00,0.00,0.00,0.00,0.00,8.22,1.37
1438801711000,5.54,84.43,0.00,0.00,0.00,0.00,0.00,8.30,1.73
1438801714000,5.46,83.62,0.00,0.00,0.00,0.00,0.00,9.22,1.71
1438801717000,5.19,83.04,0.00,0.00,0.00,0.00,0.00,9.00,2.77
