timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1438801681000,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,2.33,96.68,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1438801687000,1.71,92.83,0.00,0.00,0.00,0.00,0.00,3.75,1.71
1438801690000,1.35,92.23,0.00,0.00,0.00,0.00,0.00,3.72,2.70
1438801693000,2.01,92.28,0.00,0.00,0.00,0.00,0.00,4.03,1.68
1438801696000,2.04,91.84,0.00,0.00,0.00,0.00,0.00,3.40,2.72
1438801699000,2.36,88.55,0.00,0.00,0.00,0.00,0.00,6.06,3.03
1438801702000,1.71,90.44,0.00,0.00,0.00,0.34,0.00,4.44,3.07
1438801705000,2.03,91.89,0.00,0.00,0.00,0.00,0.00,4.39,1.69
1438801708000,2.38,91.16,0.00,0.00,0.00,0.00,0.00,4.08,2.38
1438801711000,1.68,91.58,0.00,0.00,0.00,0.00,0.00,3.70,3.03
1438801714000,1.69,91.53,0.00,0.00,0.00,0.00,0.00,4.75,2.03
1438801717000,1.37,91.47,0.00,0.00,0.00,0.34,0.00,4.44,2.39
