timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,19.33,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67
1438801681000,0.67,99.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,18.00,80.67,0.00,0.00,0.00,0.00,0.00,0.33,1.00
1438801687000,7.53,61.29,0.00,0.00,0.00,1.43,0.00,19.71,10.04
1438801690000,9.03,60.29,0.00,0.00,0.00,1.08,0.00,18.41,11.19
1438801693000,9.47,58.60,0.00,0.00,0.00,1.75,0.00,20.35,9.82
1438801696000,9.03,59.93,0.00,0.00,0.00,1.08,0.00,20.22,9.75
1438801699000,10.56,54.23,0.00,0.00,0.00,2.11,0.00,23.24,9.86
1438801702000,9.09,54.90,0.00,0.00,0.00,1.40,0.00,22.73,11.89
1438801705000,9.12,59.65,0.00,0.00,0.00,1.40,0.00,21.05,8.77
1438801708000,8.80,58.10,0.00,0.00,0.00,1.41,0.00,21.48,10.21
1438801711000,9.61,58.72,0.00,0.00,0.00,1.42,0.00,20.28,9.96
1438801714000,9.86,58.10,0.00,0.00,0.00,1.41,0.00,20.07,10.56
1438801717000,9.82,57.54,0.00,0.00,0.00,1.40,0.00,20.70,10.53
