timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1438801681000,0.00,99.34,0.00,0.00,0.00,0.00,0.00,0.00,0.66
1438801684000,2.68,96.31,0.34,0.00,0.00,0.00,0.00,0.00,0.67
1438801687000,4.12,70.45,0.00,0.00,0.00,0.00,0.00,15.46,9.97
1438801690000,2.70,68.24,0.00,0.00,0.00,0.34,0.00,15.20,13.51
1438801693000,2.41,70.79,0.00,0.00,0.00,0.00,0.00,14.43,12.37
1438801696000,1.74,73.26,0.00,0.00,0.00,0.00,0.00,14.24,10.76
1438801699000,2.37,75.25,0.00,0.00,0.00,0.00,0.00,12.54,9.83
1438801702000,2.04,74.49,0.00,0.00,0.00,0.00,0.00,12.59,10.88
1438801705000,2.41,69.42,0.00,0.00,0.00,0.00,0.00,15.81,12.37
1438801708000,1.37,73.20,0.00,0.00,0.00,0.34,0.00,13.40,11.68
1438801711000,2.72,70.75,0.00,0.00,0.00,0.00,0.00,15.65,10.88
1438801714000,2.75,72.51,0.00,0.00,0.00,0.00,0.00,14.43,10.31
1438801717000,2.40,69.86,0.00,0.00,0.00,0.00,0.00,15.41,12.33
