timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,16.33,83.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1438801681000,15.77,84.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1438801687000,1.35,92.26,0.00,0.00,0.00,0.00,0.00,4.04,2.36
1438801690000,2.03,92.20,0.00,0.00,0.00,0.00,0.00,4.07,1.69
1438801693000,2.37,92.54,0.00,0.00,0.00,0.00,0.00,3.05,2.03
1438801696000,2.36,91.58,0.00,0.00,0.00,0.00,0.00,4.04,2.02
1438801699000,2.36,89.23,0.00,0.00,0.00,0.34,0.00,5.05,3.03
1438801702000,2.01,88.59,0.00,0.00,0.00,0.00,0.00,6.04,3.36
1438801705000,1.69,91.86,0.00,0.00,0.00,0.00,0.00,3.73,2.71
1438801708000,2.70,89.86,0.00,0.00,0.00,0.00,0.00,4.73,2.70
1438801711000,1.36,91.53,0.00,0.00,0.00,0.00,0.00,4.75,2.37
1438801714000,1.69,91.22,0.00,0.00,0.00,0.00,0.00,4.73,2.36
1438801717000,1.35,90.88,0.00,0.00,0.00,0.34,0.00,5.07,2.36
