timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,6.02,93.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,31.67,67.67,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1438801684000,16.33,82.00,0.00,0.00,0.00,0.00,0.00,0.33,1.33
1438801687000,7.72,59.30,0.00,0.00,0.00,1.40,0.00,20.35,11.23
1438801690000,9.44,59.09,0.00,0.00,0.00,1.75,0.00,20.28,9.44
1438801693000,7.86,59.64,0.00,0.00,0.00,1.43,0.00,20.71,10.36
1438801696000,8.16,59.22,0.00,0.00,0.00,1.77,0.00,19.86,10.99
1438801699000,10.99,54.61,0.00,0.00,0.00,1.77,0.00,21.63,10.99
1438801702000,9.64,55.71,0.00,0.00,0.00,1.79,0.00,21.43,11.43
1438801705000,10.64,59.93,0.00,0.00,0.00,1.42,0.00,19.50,8.51
1438801708000,8.54,58.36,0.00,0.00,0.00,1.42,0.00,21.00,10.68
1438801711000,9.29,59.29,0.00,0.00,0.00,1.43,0.00,19.64,10.36
1438801714000,8.21,58.93,0.00,0.00,0.00,1.79,0.00,21.07,10.00
1438801717000,10.28,58.16,0.00,0.00,0.00,1.06,0.00,20.21,10.28
