timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1438801684000,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1438801687000,6.85,82.53,0.00,0.00,0.00,0.00,0.00,9.59,1.03
1438801690000,7.19,83.56,0.00,0.00,0.00,0.00,0.00,8.22,1.03
1438801693000,6.46,83.67,0.00,0.00,0.00,0.00,0.00,8.50,1.36
1438801696000,6.16,85.27,0.00,0.00,0.00,0.00,0.00,7.53,1.03
1438801699000,4.73,87.16,0.00,0.00,0.00,0.00,0.00,7.09,1.01
1438801702000,5.78,86.39,0.00,0.00,0.00,0.00,0.00,7.48,0.34
1438801705000,5.56,85.07,0.00,0.00,0.00,0.00,0.00,7.99,1.39
1438801708000,6.14,85.32,0.00,0.00,0.00,0.00,0.00,7.17,1.37
1438801711000,7.17,82.94,0.00,0.00,0.00,0.00,0.00,8.53,1.37
1438801714000,5.15,85.91,0.00,0.00,0.00,0.00,0.00,7.90,1.03
1438801717000,6.83,83.62,0.00,0.00,0.00,0.00,0.00,8.19,1.37
