timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,5.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,4.35,94.65,0.00,0.00,0.00,0.00,0.00,0.33,0.67
1438801687000,6.14,81.57,0.00,0.00,0.00,0.00,0.00,9.56,2.73
1438801690000,5.88,83.04,0.00,0.00,0.00,0.00,0.00,8.65,2.42
1438801693000,6.48,83.28,0.00,0.00,0.00,0.00,0.00,8.53,1.71
1438801696000,5.50,85.22,0.00,0.00,0.00,0.00,0.00,7.90,1.37
1438801699000,4.41,86.78,0.00,0.00,0.00,0.00,0.00,7.46,1.36
1438801702000,4.78,87.03,0.00,0.00,0.00,0.00,0.00,6.48,1.71
1438801705000,4.47,83.51,0.00,0.00,0.00,0.00,0.00,9.62,2.41
1438801708000,5.46,85.67,0.00,0.00,0.00,0.00,0.00,7.17,1.71
1438801711000,5.48,84.25,0.00,0.00,0.00,0.00,0.00,7.88,2.40
1438801714000,4.79,84.93,0.34,0.00,0.00,0.34,0.00,7.88,1.71
1438801717000,4.51,85.07,0.00,0.00,0.00,0.00,0.00,8.33,2.08
