timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801684000,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67
1438801687000,2.35,91.95,0.00,0.00,0.00,0.34,0.00,3.69,1.68
1438801690000,1.37,92.83,0.00,0.00,0.00,0.00,0.00,3.07,2.73
1438801693000,2.36,92.23,0.00,0.00,0.00,0.00,0.00,4.05,1.35
1438801696000,1.69,91.89,0.00,0.00,0.00,0.00,0.00,4.39,2.03
1438801699000,2.37,89.49,0.00,0.00,0.00,0.00,0.00,5.42,2.71
1438801702000,2.02,89.23,0.00,0.00,0.00,0.00,0.00,5.05,3.70
1438801705000,2.04,92.52,0.00,0.00,0.00,0.00,0.00,3.74,1.70
1438801708000,2.37,90.85,0.00,0.00,0.00,0.34,0.00,4.41,2.03
1438801711000,1.01,91.28,0.00,0.00,0.00,0.00,0.00,4.70,3.02
1438801714000,2.04,91.50,0.00,0.00,0.00,0.00,0.00,4.42,2.04
1438801717000,2.03,90.88,0.00,0.00,0.00,0.00,0.00,4.39,2.70
