timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1438801681000,16.33,83.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1438801684000,0.67,98.67,0.00,0.00,0.00,0.00,0.00,0.00,0.67
1438801687000,6.23,83.39,0.00,0.00,0.00,0.00,0.00,8.65,1.73
1438801690000,5.59,85.31,0.00,0.00,0.00,0.00,0.00,7.69,1.40
1438801693000,6.87,83.85,0.00,0.00,0.00,0.00,0.00,7.56,1.72
1438801696000,5.50,85.91,0.00,0.00,0.00,0.00,0.00,7.22,1.37
1438801699000,5.42,87.12,0.00,0.00,0.00,0.00,0.00,6.10,1.36
1438801702000,4.83,88.28,0.00,0.00,0.00,0.00,0.00,6.21,0.69
1438801705000,5.15,84.19,0.00,0.00,0.00,0.00,0.00,9.28,1.37
1438801708000,5.15,86.60,0.00,0.00,0.00,0.00,0.00,6.87,1.37
1438801711000,5.50,85.22,0.00,0.00,0.00,0.00,0.00,8.25,1.03
1438801714000,5.15,84.88,0.00,0.00,0.00,0.00,0.00,8.25,1.72
1438801717000,5.80,83.96,0.00,0.00,0.00,0.00,0.00,9.22,1.02
