timestamp_ms,guest,idle,iowait,irq,nice,softirq,steal,sys,usr
1438801678000,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1438801681000,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1438801684000,0.33,99.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67
1438801687000,4.38,93.60,0.00,0.00,0.00,0.00,0.00,2.02,0.00
1438801690000,1.00,97.32,0.00,0.00,0.00,0.00,0.00,1.67,0.00
1438801693000,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33
1438801696000,0.34,98.66,0.00,0.00,0.00,0.00,0.00,1.01,0.00
1438801699000,1.34,97.32,0.00,0.00,0.00,0.00,0.00,1.00,0.33
1438801702000,0.67,98.33,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1438801705000,3.72,94.26,0.00,0.00,0.00,0.00,0.00,2.03,0.00
1438801708000,2.34,96.66,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1438801711000,0.33,98.33,0.00,0.00,0.00,0.00,0.00,1.00,0.33
1438801714000,0.00,98.66,0.00,0.00,0.00,0.00,0.00,1.00,0.33
1438801717000,0.67,97.99,0.00,0.00,0.00,0.00,0.00,1.34,0.00
