timestamp_ms,IRQ_000_IR-IO-APIC-edge_timer,IRQ_008_IR-IO-APIC-edge_rtc0,IRQ_009_IR-IO-APIC-fasteoi_acpi,IRQ_010_IR-IO-APIC-edge_ipmi_si,IRQ_022_IR-IO-APIC-fasteoi_ehci_hcd:usb2,IRQ_023_IR-IO-APIC-fasteoi_ehci_hcd:usb1,IRQ_104_DMAR_MSI-edge_dmar0,IRQ_105_DMAR_MSI-edge_dmar1,IRQ_106_IR-PCI-MSI-edge_PCIe_PME,IRQ_107_IR-PCI-MSI-edge_PCIe_PME,IRQ_108_IR-PCI-MSI-edge_PCIe_PME,IRQ_109_IR-PCI-MSI-edge_PCIe_PME,IRQ_110_IR-PCI-MSI-edge_PCIe_PME,IRQ_111_IR-PCI-MSI-edge_PCIe_PME,IRQ_112_IR-PCI-MSI-edge_PCIe_PME,IRQ_113_IR-PCI-MSI-edge_PCIe_PME,IRQ_114_IR-PCI-MSI-edge_PCIe_PME,IRQ_115_IR-PCI-MSI-edge_PCIe_PME,IRQ_116_IR-PCI-MSI-edge_megasas,IRQ_117_IR-PCI-MSI-edge_megasas,IRQ_118_IR-PCI-MSI-edge_megasas,IRQ_119_IR-PCI-MSI-edge_megasas,IRQ_120_IR-PCI-MSI-edge_megasas,IRQ_121_IR-PCI-MSI-edge_megasas,IRQ_122_IR-PCI-MSI-edge_megasas,IRQ_123_IR-PCI-MSI-edge_megasas,IRQ_124_IR-PCI-MSI-edge_megasas,IRQ_125_IR-PCI-MSI-edge_megasas,IRQ_126_IR-PCI-MSI-edge_megasas,IRQ_127_IR-PCI-MSI-edge_megasas,IRQ_128_IR-PCI-MSI-edge_megasas,IRQ_129_IR-PCI-MSI-edge_megasas,IRQ_130_IR-PCI-MSI-edge_megasas,IRQ_131_IR-PCI-MSI-edge_megasas,IRQ_132_IR-PCI-MSI-edge_ahci,IRQ_133_IR-PCI-MSI-edge_em4-tx-0,IRQ_134_IR-PCI-MSI-edge_em4-rx-1,IRQ_135_IR-PCI-MSI-edge_em4-rx-2,IRQ_136_IR-PCI-MSI-edge_em4-rx-3,IRQ_137_IR-PCI-MSI-edge_em4-rx-4,IRQ_138_IR-PCI-MSI-edge_em3-tx-0,IRQ_139_IR-PCI-MSI-edge_em3-rx-1,IRQ_140_IR-PCI-MSI-edge_em3-rx-2,IRQ_141_IR-PCI-MSI-edge_em3-rx-3,IRQ_142_IR-PCI-MSI-edge_em3-rx-4,IRQ_143_IR-PCI-MSI-edge_em2-tx-0,IRQ_144_IR-PCI-MSI-edge_em2-rx-1,IRQ_145_IR-PCI-MSI-edge_em2-rx-2,IRQ_146_IR-PCI-MSI-edge_em2-rx-3,IRQ_147_IR-PCI-MSI-edge_em2-rx-4,IRQ_148_IR-PCI-MSI-edge_em1-tx-0,IRQ_149_IR-PCI-MSI-edge_em1-rx-1,IRQ_150_IR-PCI-MSI-edge_em1-rx-2,IRQ_151_IR-PCI-MSI-edge_em1-rx-3,IRQ_152_IR-PCI-MSI-edge_em1-rx-4,IRQ_CAL_Function_call_interrupts,IRQ_ERR,IRQ_IWI_IRQ_work_interrupts,IRQ_LOC_Local_timer_interrupts,IRQ_MCE_Machine_check_exceptions,IRQ_MCP_Machine_check_polls,IRQ_MIS,IRQ_NMI_Non-maskable_interrupts,IRQ_PMI_Performance_monitoring_interrupts,IRQ_RES_Rescheduling_interrupts,IRQ_RTR_APIC_ICR_read_retries,IRQ_SPU_Spurious_interrupts,IRQ_THR_Threshold_APIC_interrupts,IRQ_TLB_TLB_shootdowns,IRQ_TRM_Thermal_event_interrupts
1438801678723.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33230298866363,0,0.333075747165908,92.5950577121225,0,0,0,4.32998471315681,4.32998471315681,5.32921195465453,0,0,0,0.999227241497725,0
1438801681725.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66537887125369,0,0,168.536341770873,0,0,0,1.66537887125369,1.66537887125369,6.9945912592655,0,0,0,1.99845464550443,0
1438801684728.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6163552890956,0,2.33139828034983,344.713888594582,0,0,0,5.32891035508533,5.32891035508533,45.2957380182253,0,0,0,10.6578207101707,0
1438801687731.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4367.83584009873,0,0.33301584630213,762.606288031877,0,0,0,41.9599966340683,41.9599966340683,2865.26834158352,0,0,0,7.99238031125111,0
1438801690733.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4296.11922823621,0,0,831.582148287273,0,0,0,41.9620947874235,41.9620947874235,2568.67965948728,0,0,0,3.33032498312885,0
1438801693736.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4480.08721549506,0,0,840.599177215993,0,0,0,39.6320531254767,39.6320531254767,3302.4490654809,0,0,0,7.3269341912646,0
1438801696739.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507.43277624536,0,0,865.123400759858,0,0,0,42.9564737097851,42.9564737097851,2856.43900374059,0,0,0,5.99392656415606,0
1438801699742.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5063.08854041327,0,0.333010296001925,961.73373485356,0,0,0,46.2884311442676,46.2884311442676,2011.71519814763,0,0,0,2.6640823680154,0
1438801702745.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5060.75787978766,0,1.33204129230445,949.079420766917,0,0,0,45.2894039383511,45.2894039383511,2715.03316403954,0,0,0,4.32913419998945,0
1438801705747.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4405.67223353241,0,0.666062776254049,875.20648799782,0,0,0,40.629829351497,40.629829351497,2896.70701392886,0,0,0,6.66062776254049,0
1438801708750.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4765.45713345956,0,0,887.278292111844,0,0,0,44.6303645431633,44.6303645431633,2193.21604863232,0,0,0,5.66206117338639,0
1438801711752.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4465.81141540571,0,0,881.905334327267,0,0,0,42.2968192823123,42.2968192823123,2516.49422438702,0,0,0,7.99309970689366,0
1438801714756.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4593.95009160517,0,0.332991453436153,875.434531083647,0,0,0,42.6229060398276,42.6229060398276,2869.38735425933,0,0,0,13.9856410443184,0
1438801717758.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4765.69484778812,0,0,881.475386911827,0,0,0,43.62420690799,43.62420690799,2618.11843290547,0,0,0,7.6592118998761,0
